,speaker,dialogue,sentences,sentiment,entities,tokens,num_pron,total_sent,speaker_prev,speaker_next,nearbyChars
10,Maya Hansen,Unintelligible.,"[{'content': u'Unintelligible.', 'begin': 0, 'score': -0.1, 'magnitude': 0.1}]","{'score': -0.1, 'magnitude': 0.1}",[],"[{'index': 0, 'begin': 0, 'pos': u'ADJ', 'label': u'ROOT', 'content': u'Unintelligible', 'lemma': u'Unintelligible'}, {'index': 0, 'begin': 14, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,-0.01,Happy Hogan,Tony Stark,"['Tony Stark' 'Ho Yinsen' 'narrator' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'narrator' 'Tony Stark' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'Happy Hogan' 'Tony Stark' 'Happy Hogan' 'narrator'
 'Part Guest' 'Tony Stark' 'Happy Hogan' 'narrator' 'Tony Stark' 'narrator']"
11,Tony Stark,Really?,"[{'content': u'Really?', 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}",[],"[{'index': 0, 'begin': 0, 'pos': u'ADV', 'label': u'ROOT', 'content': u'Really', 'lemma': u'Really'}, {'index': 0, 'begin': 6, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",0,-0.16,Maya Hansen,Maya Hansen,"['narrator' 'Tony Stark' 'Ho Yinsen' 'narrator' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'narrator' 'Tony Stark' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'Happy Hogan' 'Tony Stark' 'Happy Hogan' 'narrator'
 'Part Guest' 'Tony Stark' 'Happy Hogan' 'narrator' 'Tony Stark']"
12,Maya Hansen,Mm-hmm.,"[{'content': u'Mm-hmm.', 'begin': 0, 'score': 0, 'magnitude': 0}]","{'score': 0, 'magnitude': 0}",[],"[{'index': 0, 'begin': 0, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Mm', 'lemma': u'Mm'}, {'index': 0, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u'-', 'lemma': u'-'}, {'index': 0, 'begin': 3, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'hmm', 'lemma': u'hmm'}, {'index': 0, 'begin': 6, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,0.0,Tony Stark,Tony Stark,"['Tony Stark' 'narrator' 'Tony Stark' 'Ho Yinsen' 'narrator' 'Maya Hansen'
 'Tony Stark' 'Maya Hansen' 'narrator' 'Tony Stark' 'Maya Hansen'
 'Tony Stark' 'Maya Hansen' 'Happy Hogan' 'Tony Stark' 'Happy Hogan'
 'narrator' 'Part Guest' 'Tony Stark' 'Happy Hogan' 'narrator']"
13,Tony Stark,"It's my favorite kind, a winning combo.","[{'content': u""It's my favorite kind, a winning combo."", 'begin': 0, 'score': 0.8, 'magnitude': 0.8}]","{'score': 0.8, 'magnitude': 0.8}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.8679147, 'name': u'kind', 'mentions': [u'kind']}, {'type': 'PERSON', 'meta': {}, 'salience': 0.13208531, 'name': u'combo', 'mentions': [u'combo']}, {'mentions': [u'my'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 1, 'begin': 0, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'It', 'lemma': u'It'}, {'index': 1, 'begin': 2, 'pos': u'VERB', 'label': u'ROOT', 'content': u""'s"", 'lemma': u'be'}, {'index': 4, 'begin': 5, 'pos': u'PRON', 'label': u'POSS', 'content': u'my', 'lemma': u'my', 'char': ['Tony Stark']}, {'index': 4, 'begin': 8, 'pos': u'ADJ', 'label': u'AMOD', 'content': u'favorite', 'lemma': u'favorite'}, {'index': 1, 'begin': 17, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'kind', 'lemma': u'kind'}, {'index': 4, 'begin': 21, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 8, 'begin': 23, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 8, 'begin': 25, 'pos': u'VERB', 'label': u'AMOD', 'content': u'winning', 'lemma': u'win'}, {'index': 4, 'begin': 33, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'combo', 'lemma': u'combo'}, {'index': 1, 'begin': 38, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.64,Maya Hansen,narrator,"['Ho Yinsen' 'Tony Stark' 'narrator' 'Tony Stark' 'Ho Yinsen' 'narrator'
 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'narrator' 'Tony Stark'
 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'Happy Hogan' 'Tony Stark'
 'Happy Hogan' 'narrator' 'Part Guest' 'Tony Stark' 'Happy Hogan']"
14,narrator,Tony gets hold of Maya's arm and they start walking away,"[{'content': u""Tony gets hold of Maya's arm and they start walking away"", 'begin': 0, 'score': 0.5, 'magnitude': 0.5}]","{'score': 0.5, 'magnitude': 0.5}","[{'type': u'OTHER', 'meta': {u'mid': u'/m/05d2fpv'}, 'salience': 0.5413212, 'name': u'Tony', 'mentions': [u'Tony']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.28341368, 'name': u'arm', 'mentions': [u'arm']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.17526513, 'name': 'Maya Hansen', 'mentions': [u'Maya', u'they']}, {'mentions': [u'they'], 'type': 'PERSON', 'name': 'Savin'}, {'mentions': [u'they'], 'type': 'PERSON', 'name': 'Happy Hogan'}, {'mentions': [u'they'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 1, 'begin': 5, 'pos': u'VERB', 'label': u'ROOT', 'content': u'gets', 'lemma': u'get'}, {'index': 1, 'begin': 10, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'hold', 'lemma': u'hold'}, {'index': 2, 'begin': 15, 'pos': u'ADP', 'label': u'PREP', 'content': u'of', 'lemma': u'of'}, {'index': 6, 'begin': 18, 'pos': u'NOUN', 'label': u'POSS', 'content': u'Maya', 'lemma': u'Maya'}, {'index': 4, 'begin': 22, 'pos': u'PRT', 'label': u'PS', 'content': u""'s"", 'lemma': u""'s""}, {'index': 3, 'begin': 25, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'arm', 'lemma': u'arm'}, {'index': 1, 'begin': 29, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 9, 'begin': 33, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'they', 'lemma': u'they', 'char': ['Maya Hansen', 'Tony Stark', 'Happy Hogan', 'Savin']}, {'index': 1, 'begin': 38, 'pos': u'VERB', 'label': u'CONJ', 'content': u'start', 'lemma': u'start'}, {'index': 9, 'begin': 44, 'pos': u'VERB', 'label': u'XCOMP', 'content': u'walking', 'lemma': u'walk'}, {'index': 10, 'begin': 52, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'away', 'lemma': u'away'}]",1,0.25,Tony Stark,Maya Hansen,"['narrator' 'Ho Yinsen' 'Tony Stark' 'narrator' 'Tony Stark' 'Ho Yinsen'
 'narrator' 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'narrator'
 'Tony Stark' 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'Happy Hogan'
 'Tony Stark' 'Happy Hogan' 'narrator' 'Part Guest' 'Tony Stark']"
15,Maya Hansen,Where are we going?,"[{'content': u'Where are we going?', 'begin': 0, 'score': -0.3, 'magnitude': 0.3}]","{'score': -0.3, 'magnitude': 0.3}","[{'mentions': [u'we'], 'type': 'PERSON', 'name': 'Part Guest'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Ho Yinsen'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Happy Hogan'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Maya Hansen'}, {'mentions': [u'we'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 3, 'begin': 0, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'Where', 'lemma': u'Where'}, {'index': 3, 'begin': 6, 'pos': u'VERB', 'label': u'AUX', 'content': u'are', 'lemma': u'be'}, {'index': 3, 'begin': 10, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'we', 'lemma': u'we', 'char': ['Maya Hansen', 'Tony Stark', 'Ho Yinsen', 'Happy Hogan', 'Part Guest']}, {'index': 3, 'begin': 13, 'pos': u'VERB', 'label': u'ROOT', 'content': u'going', 'lemma': u'go'}, {'index': 3, 'begin': 18, 'pos': u'PUNCT', 'label': u'P', 'content': u'?', 'lemma': u'?'}]",1,-0.09,narrator,Tony Stark,"['Tony Stark' 'narrator' 'Ho Yinsen' 'Tony Stark' 'narrator' 'Tony Stark'
 'Ho Yinsen' 'narrator' 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'narrator'
 'Tony Stark' 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'Happy Hogan'
 'Tony Stark' 'Happy Hogan' 'narrator' 'Part Guest']"
16,Tony Stark,"Uh...to town on each other, probably back in your room. Cause I also wanna see your research.","[{'content': u'Uh...to town on each other, probably back in your room.', 'begin': 0, 'score': -0.2, 'magnitude': 0.2}, {'content': u'Cause I also wanna see your research.', 'begin': 56, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0, 'magnitude': 0.4}","[{'type': u'LOCATION', 'meta': {}, 'salience': 0.40773237, 'name': u'town', 'mentions': [u'town']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.2832641, 'name': u'each other', 'mentions': [u'each other']}, {'type': u'LOCATION', 'meta': {}, 'salience': 0.24245077, 'name': u'room', 'mentions': [u'room']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.06655278, 'name': u'research', 'mentions': [u'research']}, {'mentions': [u'your', u'your'], 'type': 'PERSON', 'name': 'Maya Hansen'}, {'mentions': [u'I'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 9, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Uh', 'lemma': u'Uh'}, {'index': 9, 'begin': 2, 'pos': u'PUNCT', 'label': u'DEP', 'content': u'...', 'lemma': u'...'}, {'index': 9, 'begin': 5, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 2, 'begin': 8, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'town', 'lemma': u'town'}, {'index': 3, 'begin': 13, 'pos': u'ADP', 'label': u'PREP', 'content': u'on', 'lemma': u'on'}, {'index': 6, 'begin': 16, 'pos': u'DET', 'label': u'DET', 'content': u'each', 'lemma': u'each'}, {'index': 4, 'begin': 21, 'pos': u'ADJ', 'label': u'POBJ', 'content': u'other', 'lemma': u'other'}, {'index': 9, 'begin': 26, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 9, 'begin': 28, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'probably', 'lemma': u'probably'}, {'index': 9, 'begin': 37, 'pos': u'ADV', 'label': u'ROOT', 'content': u'back', 'lemma': u'back'}, {'index': 9, 'begin': 42, 'pos': u'ADP', 'label': u'PREP', 'content': u'in', 'lemma': u'in'}, {'index': 12, 'begin': 45, 'pos': u'PRON', 'label': u'POSS', 'content': u'your', 'lemma': u'your', 'char': ['Maya Hansen']}, {'index': 10, 'begin': 50, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'room', 'lemma': u'room'}, {'index': 9, 'begin': 54, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}, {'index': 14, 'begin': 56, 'pos': u'VERB', 'label': u'ROOT', 'content': u'Cause', 'lemma': u'Cause'}, {'index': 17, 'begin': 62, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 17, 'begin': 64, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'also', 'lemma': u'also'}, {'index': 14, 'begin': 69, 'pos': u'VERB', 'label': u'CCOMP', 'content': u'wan', 'lemma': u'wan'}, {'index': 17, 'begin': 72, 'pos': u'PRT', 'label': u'XCOMP', 'content': u'na', 'lemma': u'na'}, {'index': 18, 'begin': 75, 'pos': u'VERB', 'label': u'DEP', 'content': u'see', 'lemma': u'see'}, {'index': 21, 'begin': 79, 'pos': u'PRON', 'label': u'POSS', 'content': u'your', 'lemma': u'your', 'char': ['Maya Hansen']}, {'index': 19, 'begin': 84, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'research', 'lemma': u'research'}, {'index': 14, 'begin': 92, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",3,0.0,Maya Hansen,Maya Hansen,"['Dr. Wu' 'Tony Stark' 'narrator' 'Ho Yinsen' 'Tony Stark' 'narrator'
 'Tony Stark' 'Ho Yinsen' 'narrator' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'narrator' 'Tony Stark' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'Happy Hogan' 'Tony Stark' 'Happy Hogan' 'narrator']"
17,Maya Hansen,"Okay, you can see my research, but thats...I'm not gonna show you my town.","[{'content': u""Okay, you can see my research, but thats...I'm not gonna show you my town."", 'begin': 0, 'score': -0.4, 'magnitude': 0.4}]","{'score': -0.4, 'magnitude': 0.4}","[{'type': u'OTHER', 'meta': {}, 'salience': 0.79012597, 'name': u'research', 'mentions': [u'research']}, {'type': u'LOCATION', 'meta': {}, 'salience': 0.20987403, 'name': u'town', 'mentions': [u'town']}, {'mentions': [u'you', u'you'], 'type': 'PERSON', 'name': 'Tony Stark'}, {'mentions': [u'my', u'I', u'my'], 'type': 'PERSON', 'name': 'Maya Hansen'}]","[{'index': 4, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Okay', 'lemma': u'Okay'}, {'index': 4, 'begin': 4, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 6, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 4, 'begin': 10, 'pos': u'VERB', 'label': u'AUX', 'content': u'can', 'lemma': u'can'}, {'index': 4, 'begin': 14, 'pos': u'VERB', 'label': u'ROOT', 'content': u'see', 'lemma': u'see'}, {'index': 6, 'begin': 18, 'pos': u'PRON', 'label': u'POSS', 'content': u'my', 'lemma': u'my', 'char': ['Maya Hansen']}, {'index': 4, 'begin': 21, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'research', 'lemma': u'research'}, {'index': 4, 'begin': 29, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 31, 'pos': u'CONJ', 'label': u'CC', 'content': u'but', 'lemma': u'but'}, {'index': 14, 'begin': 35, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'thats', 'lemma': u'thats'}, {'index': 14, 'begin': 40, 'pos': u'PUNCT', 'label': u'P', 'content': u'...', 'lemma': u'...'}, {'index': 14, 'begin': 43, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Maya Hansen']}, {'index': 14, 'begin': 44, 'pos': u'VERB', 'label': u'AUX', 'content': u""'m"", 'lemma': u'be'}, {'index': 14, 'begin': 47, 'pos': u'ADV', 'label': u'NEG', 'content': u'not', 'lemma': u'not'}, {'index': 4, 'begin': 51, 'pos': u'VERB', 'label': u'CONJ', 'content': u'gon', 'lemma': u'gon'}, {'index': 14, 'begin': 54, 'pos': u'PRT', 'label': u'XCOMP', 'content': u'na', 'lemma': u'na'}, {'index': 15, 'begin': 57, 'pos': u'VERB', 'label': u'DEP', 'content': u'show', 'lemma': u'show'}, {'index': 16, 'begin': 62, 'pos': u'PRON', 'label': u'IOBJ', 'content': u'you', 'lemma': u'you', 'char': ['Tony Stark']}, {'index': 19, 'begin': 66, 'pos': u'PRON', 'label': u'POSS', 'content': u'my', 'lemma': u'my', 'char': ['Maya Hansen']}, {'index': 16, 'begin': 69, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'town', 'lemma': u'town'}, {'index': 4, 'begin': 73, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",5,-0.16,Tony Stark,narrator,"['Tony Stark' 'Dr. Wu' 'Tony Stark' 'narrator' 'Ho Yinsen' 'Tony Stark'
 'narrator' 'Tony Stark' 'Ho Yinsen' 'narrator' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'narrator' 'Tony Stark' 'Maya Hansen' 'Tony Stark'
 'Maya Hansen' 'Happy Hogan' 'Tony Stark' 'Happy Hogan']"
18,narrator,as Tony and Maya are walking away a man intercepts them,"[{'content': u'as Tony and Maya are walking away a man intercepts them', 'begin': 0, 'score': 0.2, 'magnitude': 0.2}]","{'score': 0.2, 'magnitude': 0.2}","[{'type': u'OTHER', 'meta': {u'mid': u'/m/05d2fpv'}, 'salience': 0.66436374, 'name': u'Tony', 'mentions': [u'Tony']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.19843619, 'name': 'Maya Hansen', 'mentions': [u'Maya', u'them']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.13720009, 'name': 'The Mandarin', 'mentions': [u'man']}, {'mentions': [u'them'], 'type': 'PERSON', 'name': ""Happy's Nurse""}, {'mentions': [u'them'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 5, 'begin': 0, 'pos': u'ADP', 'label': u'MARK', 'content': u'as', 'lemma': u'as'}, {'index': 5, 'begin': 3, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 1, 'begin': 8, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 1, 'begin': 12, 'pos': u'NOUN', 'label': u'CONJ', 'content': u'Maya', 'lemma': u'Maya'}, {'index': 5, 'begin': 17, 'pos': u'VERB', 'label': u'AUX', 'content': u'are', 'lemma': u'be'}, {'index': 9, 'begin': 21, 'pos': u'VERB', 'label': u'ADVCL', 'content': u'walking', 'lemma': u'walk'}, {'index': 5, 'begin': 29, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'away', 'lemma': u'away'}, {'index': 8, 'begin': 34, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 9, 'begin': 36, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'man', 'lemma': u'man'}, {'index': 9, 'begin': 40, 'pos': u'VERB', 'label': u'ROOT', 'content': u'intercepts', 'lemma': u'intercept'}, {'index': 9, 'begin': 51, 'pos': u'PRON', 'label': u'DOBJ', 'content': u'them', 'lemma': u'them', 'char': ['Maya Hansen', ""Happy's Nurse"", 'Tony Stark']}]",1,0.04,Maya Hansen,Ho Yinsen,"['narrator' 'Tony Stark' 'Dr. Wu' 'Tony Stark' 'narrator' 'Ho Yinsen'
 'Tony Stark' 'narrator' 'Tony Stark' 'Ho Yinsen' 'narrator' 'Maya Hansen'
 'Tony Stark' 'Maya Hansen' 'narrator' 'Tony Stark' 'Maya Hansen'
 'Tony Stark' 'Maya Hansen' 'Happy Hogan' 'Tony Stark']"
19,Ho Yinsen,"Mr. Stark, Ho Yinsen.","[{'content': u'Mr. Stark, Ho Yinsen.', 'begin': 0, 'score': 0.3, 'magnitude': 0.3}]","{'score': 0.3, 'magnitude': 0.3}","[{'type': u'PERSON', 'meta': {u'mid': u'/m/0hnws', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Iron_Man'}, 'salience': 0.9530814, 'name': 'Tony Stark', 'mentions': [u'Stark', u'Mr.']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/043jlt3', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Ho_Yinsen'}, 'salience': 0.04691856, 'name': u'Ho Yinsen', 'mentions': [u'Ho Yinsen']}]","[{'index': 1, 'begin': 0, 'pos': u'NOUN', 'label': u'TITLE', 'content': u'Mr.', 'lemma': u'Mr.'}, {'index': 1, 'begin': 4, 'pos': u'NOUN', 'label': u'ROOT', 'content': u'Stark', 'lemma': u'Stark'}, {'index': 1, 'begin': 9, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 11, 'pos': u'NOUN', 'label': u'NN', 'content': u'Ho', 'lemma': u'Ho'}, {'index': 1, 'begin': 14, 'pos': u'NOUN', 'label': u'APPOS', 'content': u'Yinsen', 'lemma': u'Yinsen'}, {'index': 1, 'begin': 20, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",0,0.09,narrator,Tony Stark,"['Tony Stark' 'narrator' 'Tony Stark' 'Dr. Wu' 'Tony Stark' 'narrator'
 'Ho Yinsen' 'Tony Stark' 'narrator' 'Tony Stark' 'Ho Yinsen' 'narrator'
 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'narrator' 'Tony Stark'
 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'Happy Hogan']"
20,Tony Stark,"Oh, I finally met a man called Ho.","[{'content': u'Oh, I finally met a man called Ho.', 'begin': 0, 'score': 0.4, 'magnitude': 0.4}]","{'score': 0.4, 'magnitude': 0.4}","[{'type': u'PERSON', 'meta': {}, 'salience': 0.67200893, 'name': 'The Mandarin', 'mentions': [u'man']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/09z2q5', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Heterotopic_ossification'}, 'salience': 0.32799107, 'name': 'Ho Yinsen', 'mentions': [u'Ho']}, {'mentions': [u'I'], 'type': 'PERSON', 'name': 'Tony Stark'}]","[{'index': 4, 'begin': 0, 'pos': u'X', 'label': u'DISCOURSE', 'content': u'Oh', 'lemma': u'Oh'}, {'index': 4, 'begin': 2, 'pos': u'PUNCT', 'label': u'P', 'content': u',', 'lemma': u','}, {'index': 4, 'begin': 4, 'pos': u'PRON', 'label': u'NSUBJ', 'content': u'I', 'lemma': u'I', 'char': ['Tony Stark']}, {'index': 4, 'begin': 6, 'pos': u'ADV', 'label': u'ADVMOD', 'content': u'finally', 'lemma': u'finally'}, {'index': 4, 'begin': 14, 'pos': u'VERB', 'label': u'ROOT', 'content': u'met', 'lemma': u'meet'}, {'index': 6, 'begin': 18, 'pos': u'DET', 'label': u'DET', 'content': u'a', 'lemma': u'a'}, {'index': 4, 'begin': 20, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'man', 'lemma': u'man'}, {'index': 6, 'begin': 24, 'pos': u'VERB', 'label': u'VMOD', 'content': u'called', 'lemma': u'call'}, {'index': 7, 'begin': 31, 'pos': u'NOUN', 'label': u'ATTR', 'content': u'Ho', 'lemma': u'Ho'}, {'index': 4, 'begin': 33, 'pos': u'PUNCT', 'label': u'P', 'content': u'.', 'lemma': u'.'}]",1,0.16,Ho Yinsen,narrator,"['narrator' 'Tony Stark' 'narrator' 'Tony Stark' 'Dr. Wu' 'Tony Stark'
 'narrator' 'Ho Yinsen' 'Tony Stark' 'narrator' 'Tony Stark' 'Ho Yinsen'
 'narrator' 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'narrator'
 'Tony Stark' 'Maya Hansen' 'Tony Stark' 'Maya Hansen']"
21,narrator,Tony and Yinsen shake hands; Tony turns to Maya,"[{'content': u'Tony and Yinsen shake hands; Tony turns to Maya', 'begin': 0, 'score': 0.1, 'magnitude': 0.1}]","{'score': 0.1, 'magnitude': 0.1}","[{'type': u'OTHER', 'meta': {u'mid': u'/m/0hnws', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Iron_Man'}, 'salience': 0.42392868, 'name': u'Tony', 'mentions': [u'Tony', u'Tony']}, {'type': u'OTHER', 'meta': {}, 'salience': 0.2644388, 'name': u'hands', 'mentions': [u'hands']}, {'type': u'PERSON', 'meta': {u'mid': u'/m/043jlt3', u'wikipedia_url': u'http://en.wikipedia.org/wiki/Ho_Yinsen'}, 'salience': 0.23458663, 'name': 'Ho Yinsen', 'mentions': [u'Yinsen']}, {'type': u'PERSON', 'meta': {}, 'salience': 0.07704587, 'name': 'Maya Hansen', 'mentions': [u'Maya']}]","[{'index': 3, 'begin': 0, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 0, 'begin': 5, 'pos': u'CONJ', 'label': u'CC', 'content': u'and', 'lemma': u'and'}, {'index': 0, 'begin': 9, 'pos': u'NOUN', 'label': u'CONJ', 'content': u'Yinsen', 'lemma': u'Yinsen'}, {'index': 3, 'begin': 16, 'pos': u'VERB', 'label': u'ROOT', 'content': u'shake', 'lemma': u'shake'}, {'index': 3, 'begin': 22, 'pos': u'NOUN', 'label': u'DOBJ', 'content': u'hands', 'lemma': u'hand'}, {'index': 3, 'begin': 27, 'pos': u'PUNCT', 'label': u'P', 'content': u';', 'lemma': u';'}, {'index': 7, 'begin': 29, 'pos': u'NOUN', 'label': u'NSUBJ', 'content': u'Tony', 'lemma': u'Tony'}, {'index': 3, 'begin': 34, 'pos': u'VERB', 'label': u'PARATAXIS', 'content': u'turns', 'lemma': u'turn'}, {'index': 7, 'begin': 40, 'pos': u'ADP', 'label': u'PREP', 'content': u'to', 'lemma': u'to'}, {'index': 8, 'begin': 43, 'pos': u'NOUN', 'label': u'POBJ', 'content': u'Maya', 'lemma': u'Maya'}]",0,0.01,Tony Stark,Tony Stark,"['Maya Hansen' 'narrator' 'Tony Stark' 'narrator' 'Tony Stark' 'Dr. Wu'
 'Tony Stark' 'narrator' 'Ho Yinsen' 'Tony Stark' 'narrator' 'Tony Stark'
 'Ho Yinsen' 'narrator' 'Maya Hansen' 'Tony Stark' 'Maya Hansen' 'narrator'
 'Tony Stark' 'Maya Hansen' 'Tony Stark']"
